MES,CLIENTE,NRO_VEC_COB,PDPs_ROTAS,ESTADO_PDP,NRO_CUOTAS,MES_0,MES_1,MES_2,FECHALLAMADA,HORA,DEUDA_TOTAL,ESTATUS,ACTIVACION,MORA,TIPOCONTACTO
201403,C04987,<=10,0,0,,2324.81,0,,03/03/2014,10,20834.6,BT,2013,0,COEF
201403,C04989,<=10,0,0,"<24, 48]",139.97,140.27,,06/03/2014,13,2698.68,BT,2013,1,COEF
201403,C04990,,0,0,"<24, 48]",203.67,0,0,12/03/2014,8,2765.85,BT,2012,1,CNE
201403,C04991,<=10,0,0,"<24, 48]",500.65,497.22,0,11/03/2014,16,12335.9,BT,2013,1,CNE
201403,C04992,>10,>0,0,"<24, 48]",515.56,689.13,,14/03/2014,16,3223.96,BT,2011,0,CNE
201403,C04993,>10,0,0,>48,795.63,797.6,798,05/03/2014,19,14398.6,BT,2011,1,CNE
201403,C04995,<=10,0,0,"<24, 48]",411.01,411.01,,24/03/2014,11,10128.7,BT,2013,1,CNE
201403,C04996,>10,0,0,>48,2225.91,2226.98,2226.02,11/03/2014,11,62720.5,BT,2012,1,COEF
201403,C04998,>10,0,0,"<24, 48]",869.93,819.17,869.16,31/03/2014,19,14782.4,BT,2011,1,CNE
201403,C04999,>10,0,0,"<24, 48]",1481.67,1481.95,1659.19,04/03/2014,7,30093.6,BT,2011,1,COEF
201403,C05000,,>0,0,>48,1765.78,1481.13,1773.24,26/03/2014,20,45382.9,BT,2012,1,COEF
201403,C05001,,>0,0,>48,1475.42,1480.29,2978.13,27/03/2014,9,36589.8,BT,2012,1,COEF
201403,C05002,<=10,0,0,>48,249.12,279.23,0,07/03/2014,9,21918.8,BT,2013,1,CNE
201403,C05003,>10,0,0,"<24, 48]",555.53,555.75,,12/03/2014,13,8840.09,BT,2011,1,COEF
201403,C05004,<=10,0,0,<=24,259.82,526.85,798.14,31/03/2014,8,1683.87,BT,2013,1,CNE
201403,C05005,<=10,0,0,<=24,802.33,0,0,19/03/2014,19,9274.21,BT,2013,0,CNE
201403,C05006,,0,0,"<24, 48]",1368.66,1833.52,0,05/03/2014,13,12797.7,BT,2013,0,CNE
201403,C05007,,0,0,,209.52,0,0,05/03/2014,11,6150.2,BT,2011,1,CNE
201403,C05009,,0,0,>48,1466.34,0,0,13/03/2014,9,10616,BT,2012,0,CNE
201403,C05010,>10,0,0,"<24, 48]",333.67,383.3,0,25/03/2014,12,6647.11,BT,2013,1,CNE
201403,C05012,,0,0,"<24, 48]",922.01,922.01,1222.81,12/03/2014,8,35709.2,BT,2013,1,CNE
201403,C05013,<=10,0,0,"<24, 48]",201.51,0,,13/03/2014,13,3153.06,BT,2012,1,CNE
201403,C05014,>10,0,0,"<24, 48]",523.77,290.24,0,05/03/2014,16,12104,BT,2012,1,COEF
201403,C05015,,0,0,"<24, 48]",264.4,265.13,264.63,11/03/2014,20,5750.38,BT,2013,1,CNE
201403,C05016,<=10,>0,0,"<24, 48]",703.41,1057.24,0,31/03/2014,19,4604.89,BT,2012,0,CNE
201403,C05017,<=10,0,0,>48,320.81,0,0,07/03/2014,14,16485.9,BT,2013,1,COEF
201403,C05018,>10,0,0,"<24, 48]",67.92,26.22,0,11/03/2014,9,14995.7,BT,2012,1,COEF
201403,C05019,,0,0,"<24, 48]",802.52,903.06,35.58,20/03/2014,17,52465.2,BT,2012,1,COEF
201403,C05021,<=10,0,0,"<24, 48]",24.35,587.3,587.88,04/03/2014,11,14069.8,BT,2013,1,CNE
201403,C05022,<=10,0,0,<=24,92.38,0,0,04/03/2014,14,6411.7,BT,2013,1,COEF
201403,C05023,<=10,0,0,"<24, 48]",311.77,0,0,05/03/2014,8,6282.83,BT,2013,1,COEF
201403,C05024,,>0,0,,360.33,542.75,0,12/03/2014,16,1333.22,BT,2011,0,CNE
201403,C05025,,0,0,,409.69,824.44,0,27/03/2014,15,11345.7,BT,2014,1,COEF
201403,C05026,,0,0,,33.54,0,255.45,04/03/2014,8,5296.25,BT,2013,1,CNE
201403,C05027,<=10,>0,0,"<24, 48]",546.56,429.88,174.46,11/03/2014,7,3895.97,BT,2013,0,CNE
201403,C05028,>10,>0,0,,306.33,0,,20/03/2014,15,920.19,BT,2012,0,CNE
201403,C05031,,>0,0,"<24, 48]",912.24,914.23,914.18,28/03/2014,16,25095,BT,2013,1,CNE
201403,C05032,<=10,0,0,"<24, 48]",722.84,0,0,04/03/2014,9,20521.7,BT,2013,1,COEF
201403,C05033,>10,>0,1,"<24, 48]",359.71,0,0,03/03/2014,10,4771.43,BT,2011,1,CNE
201403,C05034,<=10,0,0,"<24, 48]",503.45,254.54,0,12/03/2014,12,5703.24,BT,2013,0,CNE
201403,C05038,<=10,0,0,,129.07,0,0,11/03/2014,8,4821.29,BT,2013,1,COEF
201403,C05040,>10,0,0,>48,23,148.92,102.82,07/03/2014,8,8469.28,BT,2012,1,COEF
201403,C05041,<=10,0,0,>48,920.24,25.66,0,05/03/2014,12,23577.3,BT,2013,1,COEF
201403,C05042,<=10,0,0,"<24, 48]",830.22,0,0,19/03/2014,7,32510.5,BT,2013,1,CNE
201403,C05043,<=10,0,0,>48,22.23,451.12,442.3,07/03/2014,11,9878.93,BT,2012,1,CNE
201403,C05044,<=10,0,0,"<24, 48]",1361.46,1822.27,0,31/03/2014,19,12538.2,BT,2012,0,CNE
201403,C05045,>10,0,0,"<24, 48]",359.5,0,0,04/03/2014,13,4182.31,BT,2012,1,CNE
201403,C05046,>10,0,0,>48,541.48,543.01,543.01,27/03/2014,10,10407.8,BT,2012,1,CNE
201403,C05047,>10,0,0,"<24, 48]",388.55,0,0,11/03/2014,12,6470.63,BT,2012,1,CNE
201403,C05048,<=10,0,0,"<24, 48]",192.24,385.68,580.41,11/03/2014,10,3978.96,BT,2013,1,CNE
201403,C05051,<=10,>0,0,"<24, 48]",533.32,531.02,,27/03/2014,8,5608,BT,2013,0,CNE
201403,C05052,<=10,0,0,"<24, 48]",842.62,788.45,0,10/03/2014,9,26195.2,BT,2013,1,CNE
201403,C05053,<=10,0,0,"<24, 48]",359.88,724.06,0,24/03/2014,10,8671.18,BT,2013,1,COEF
201403,C05054,>10,0,0,"<24, 48]",236.78,235.63,0,06/03/2014,12,2229.86,BT,2011,1,CNE
201403,C05055,<=10,0,0,<=24,764.93,764.93,410.84,07/03/2014,16,1025.71,BT,2013,0,CNE
201403,C05056,,0,0,"<24, 48]",315.3,210.66,130.83,31/03/2014,14,3495.06,BT,2012,1,CNE
201403,C05058,<=10,>0,0,>48,753.37,1656.14,0,25/03/2014,14,22610.2,BT,2012,1,CNE
201403,C05059,<=10,>0,1,"<24, 48]",1778.48,0,0,05/03/2014,17,14359.4,BT,2012,0,COEF
201403,C05060,<=10,0,0,>48,53.1,40.63,,24/03/2014,19,7841.2,BT,2012,1,CNE
201403,C05061,<=10,0,0,"<24, 48]",575.99,0,0,06/03/2014,7,12761.6,BT,2014,1,COEF
201403,C05062,>10,0,0,"<24, 48]",518.36,315.84,0,27/03/2014,19,780.26,BT,2011,0,COEF
201403,C05063,>10,0,0,>48,554.53,549.04,0,21/03/2014,10,11375.6,BT,2012,1,CNE
201403,C05065,<=10,0,0,<=24,615.63,0,0,19/03/2014,15,615.96,BT,2014,1,CNE
201403,C05066,<=10,0,0,>48,739.72,747.65,0,10/03/2014,7,27434.5,BT,2013,1,COEF
201403,C05067,<=10,0,0,"<24, 48]",840.39,0,0,04/03/2014,9,24369.6,BT,2013,1,CNE
201403,C05068,,0,0,>48,357.26,101.91,0,07/03/2014,13,9306.14,BT,2013,1,CNE
201403,C05069,<=10,0,0,"<24, 48]",647.25,0,0,04/03/2014,11,19231.8,BT,2013,1,COEF
201403,C05071,,0,0,,154.57,0,,05/03/2014,10,1560.59,BT,2013,1,CNE
201403,C05072,,>0,0,"<24, 48]",1200.52,1807,0,20/03/2014,10,7219.22,BT,2011,0,CNE
201403,C05074,<=10,>0,0,"<24, 48]",328.2,675.17,673.99,12/03/2014,14,19457.7,BT,2012,1,COEF
201403,C05075,,0,0,>48,283.55,284.03,0,04/03/2014,13,9641.95,BT,2012,1,COEF
201403,C05078,,0,0,,713.84,802.63,0,07/03/2014,9,20839.8,BT,2013,1,CNE
201403,C05079,<=10,>0,1,"<24, 48]",426.58,847.66,0,20/03/2014,12,8837.48,BT,2013,0,CNE
201403,C05080,>10,0,0,"<24, 48]",243.59,242.92,0,05/03/2014,16,3361.18,BT,2011,1,CNE
201403,C05081,<=10,0,0,<=24,284.07,21.19,45.94,28/03/2014,11,2762.26,BT,2013,1,COEF
201403,C05082,>10,0,0,"<24, 48]",157.83,158.03,0,06/03/2014,16,1796.56,BT,2012,1,CNE
201403,C05085,<=10,0,0,>48,1196.99,1196.55,7.05,04/03/2014,8,27493.8,BT,2011,1,COEF
201403,C05086,,0,0,"<24, 48]",30.27,437.1,0,07/03/2014,16,11106.1,BT,2013,1,CNE
201403,C05087,>10,0,0,"<24, 48]",449.72,450.17,0,10/03/2014,10,3058.17,BT,2011,1,CNE
201403,C05088,,0,0,>48,326.68,2.04,,17/03/2014,20,8599.94,BT,2013,1,CNE
201403,C05090,>10,0,0,"<24, 48]",1754,2640.33,0,25/03/2014,13,7577.05,BT,2010,0,CNE
201403,C05091,>10,0,0,"<24, 48]",253.68,254.3,0,19/03/2014,18,3719.47,BT,2011,1,COEF
201403,C05092,<=10,0,0,"<24, 48]",413.66,411.06,0,10/03/2014,10,6776.69,BT,2011,1,CNE
201403,C05093,<=10,0,0,"<24, 48]",234.12,0,233.69,06/03/2014,11,5162.36,BT,2013,1,CNE
201403,C05094,<=10,0,0,>48,453.82,0,0,04/03/2014,19,9135.52,BT,2012,1,COEF
201403,C05096,<=10,0,0,"<24, 48]",1414.26,2131.06,0,05/03/2014,7,18011.1,BT,2012,0,CNE
201403,C05097,,>0,1,"<24, 48]",764.23,0,0,21/03/2014,14,5511.39,BT,2012,0,COEF
201403,C05098,<=10,0,0,>48,654.18,576.12,0,18/03/2014,11,18546.6,BT,2013,1,COEF
201403,C05099,,0,0,"<24, 48]",675.49,0,0,19/03/2014,11,20153.8,BT,2013,1,CNE
201403,C05100,>10,0,0,"<24, 48]",473.22,0,0,04/03/2014,19,7378.41,BT,2011,1,COEF
201403,C05101,>10,0,0,<=24,603.57,0,0,05/03/2014,15,4591.97,BT,2012,1,COEF
201403,C05102,,0,0,"<24, 48]",126.6,11.03,0,12/03/2014,8,2012.54,BT,2011,1,CNE
201403,C05103,<=10,0,0,"<24, 48]",256.92,248.27,241.69,28/03/2014,10,5682.09,BT,2014,1,CNE
201403,C05104,,>0,0,"<24, 48]",341.63,341.76,,14/03/2014,13,8048.75,BT,2012,1,COEF
201403,C05105,,>0,0,"<24, 48]",674.41,674.41,,31/03/2014,10,8603.2,BT,2012,0,COEF
201403,C05106,,0,0,<=24,419.55,0,0,06/03/2014,11,7367.84,BT,2013,1,CNE
201403,C05107,<=10,0,0,"<24, 48]",475.97,0,0,06/03/2014,8,13921,BT,2012,1,COEF
201403,C05108,,0,0,<=24,291.16,282.66,0,21/03/2014,14,2194.95,BT,2013,1,CNE
201403,C05109,,0,0,>48,42.91,189.77,0,17/03/2014,12,6898.05,BT,2011,1,CNE
201403,C05110,<=10,0,0,<=24,658.07,658.07,0,24/03/2014,8,1843.27,BT,2013,0,COEF
201403,C05112,>10,0,0,>48,371.56,0,0,07/03/2014,9,636.54,BT,2010,1,COEF
201403,C05114,,0,0,>48,119.45,430.72,0,28/03/2014,12,14419,BT,2012,1,COEF
201403,C05115,<=10,0,0,"<24, 48]",443.27,593.17,0,17/03/2014,12,1799.61,BT,2012,0,COEF
201403,C05116,<=10,0,0,>48,600.93,602.74,0,06/03/2014,13,17578.6,BT,2013,1,CNE
201403,C05117,,0,0,<=24,1931.9,975.43,929.09,26/03/2014,7,9095.37,BT,2013,1,COEF
201403,C05118,<=10,>0,1,"<24, 48]",610.49,0,,12/03/2014,9,9647.62,BT,2012,1,COEF
201403,C05119,<=10,0,0,>48,420.89,842.13,0,25/03/2014,15,9207.91,BT,2012,1,CNE
201403,C05120,,>0,0,>48,940.92,1494.44,0,06/03/2014,8,1475.39,BT,2010,0,CNE
201403,C05121,<=10,0,0,<=24,173.85,0,0,06/03/2014,11,2685.49,BT,2013,1,CNE
201403,C05122,,>0,0,"<24, 48]",362.35,595.01,829.01,17/03/2014,18,5014.83,BT,2013,0,COEF
201403,C05123,<=10,0,0,"<24, 48]",1827.58,0,0,21/03/2014,13,16098.5,BT,2012,0,CNE
201403,C05125,,0,0,"<24, 48]",247.78,0,0,04/03/2014,20,4229.73,BT,2012,1,CNE
201403,C05127,,0,0,<=24,156.85,156.85,156.73,27/03/2014,9,1977.5,BT,2013,1,CNE
201403,C05129,,>0,0,<=24,503.26,674.29,0,11/03/2014,19,1282.05,BT,2012,0,COEF
201403,C05130,,0,0,"<24, 48]",425.79,425.29,0,04/03/2014,16,10094.2,BT,2013,1,COEF
201403,C05131,<=10,0,0,>48,34.56,0,0,25/03/2014,20,17051.8,BT,2012,1,CNE
201403,C05132,<=10,0,1,>48,3637.24,5214.47,0,10/03/2014,11,42538,BT,2011,0,CNE
201403,C05135,<=10,0,0,<=24,127.74,231.09,0,19/03/2014,17,1318.82,BT,2013,1,CNE
201403,C05136,>10,>0,0,>48,891.78,413.55,,31/03/2014,7,25573.9,BT,2012,1,CNE
201403,C05137,<=10,0,0,,374.08,0,391.56,04/03/2014,13,11652.3,BT,2013,1,COEF
201403,C05138,<=10,0,0,,143.93,58.2,0,06/03/2014,8,20134.8,BT,2013,1,CNE
201403,C05139,<=10,0,0,"<24, 48]",1071.32,2602.14,0,28/03/2014,10,37482.6,BT,2013,1,CNE
201403,C05140,<=10,0,0,"<24, 48]",70.24,0,0,04/03/2014,9,14441.8,BT,2012,1,COEF
201403,C05143,,0,0,"<24, 48]",838.74,833.76,193.6,06/03/2014,18,25014.8,BT,2013,1,COEF
201403,C05144,,0,0,>48,4360.23,5833.31,0,04/03/2014,12,41608.1,BT,2011,0,CNE
201403,C05145,<=10,0,0,,670.48,0,0,05/03/2014,16,18428.5,BT,2013,1,CNE
201403,C05146,,0,0,"<24, 48]",56.3,0,,21/03/2014,17,5762.25,BT,2012,1,CNE
201403,C05147,<=10,0,0,"<24, 48]",225.71,226.12,225.98,27/03/2014,10,4069.42,BT,2013,1,COEF
201403,C05148,<=10,0,0,"<24, 48]",161.28,0,0,04/03/2014,7,4821.15,BT,2013,1,CNE
201403,C05149,,0,0,"<24, 48]",280.72,281.11,281.36,18/03/2014,7,1606.89,BT,2011,1,COEF
201403,C05150,<=10,>0,0,"<24, 48]",837.45,0,0,03/03/2014,12,10394.5,BT,2013,1,CNE
201403,C05151,>10,0,0,,411.41,825.26,0,27/03/2014,19,5609.85,BT,2012,1,CNE
201403,C05152,>10,0,0,>48,632.15,0,0,24/03/2014,11,8092.27,BT,2011,1,CNE
201403,C05153,>10,0,0,"<24, 48]",638.49,3.78,0,04/03/2014,13,13316.7,BT,2012,1,COEF
201403,C05154,>10,0,0,>48,506.1,507.91,0,10/03/2014,20,8310.72,BT,2011,1,CNE
201403,C05157,<=10,0,0,"<24, 48]",125.07,128.85,119.76,31/03/2014,7,2714.85,BT,2012,1,CNE
201403,C05160,>10,0,0,,96.56,284.84,0,12/03/2014,15,1799.62,BT,2010,0,CNE
201403,C05161,<=10,0,0,>48,363.3,0,0,10/03/2014,7,9746.97,BT,2013,1,COEF
201403,C05162,<=10,>0,0,<=24,817.62,618.85,280.7,27/03/2014,10,3453.07,BT,2013,0,CNE
201403,C05165,,0,0,<=24,850.03,851.88,,03/03/2014,9,836.23,BT,2012,0,CNE
201403,C05167,,0,0,"<24, 48]",253.55,0,0,12/03/2014,8,3708.31,BT,2012,1,COEF
201403,C05168,<=10,0,0,"<24, 48]",565.52,559.91,61.21,04/03/2014,11,12814.7,BT,2013,1,COEF
201403,C05169,>10,0,0,"<24, 48]",184.44,165.33,0,05/03/2014,10,3228.18,BT,2011,1,COEF
201403,C05170,>10,0,0,>48,936.15,661.92,0,06/03/2014,8,13693.5,BT,2012,0,CNE
201403,C05171,>10,0,0,"<24, 48]",433.31,420.67,328.64,12/03/2014,11,5198.42,BT,2012,1,CNE
201403,C05172,>10,0,0,"<24, 48]",305.09,610.41,918.44,28/03/2014,15,4347.58,BT,2012,1,CNE
201403,C05173,>10,0,0,"<24, 48]",136.33,136.6,0,05/03/2014,12,1770.92,BT,2011,1,CNE
201403,C05174,>10,0,0,"<24, 48]",342.01,468.03,738.1,18/03/2014,13,948.12,BT,2011,1,CNE
201403,C05177,<=10,>0,0,"<24, 48]",749.05,0,0,10/03/2014,16,7690.61,BT,2013,0,CNE
201403,C05179,,0,0,"<24, 48]",253.5,253.58,0,28/03/2014,15,3180.68,BT,2012,1,CNE
201403,C05180,<=10,0,0,"<24, 48]",522.17,523.6,523.6,28/03/2014,8,9295.84,BT,2013,1,CNE
201403,C05181,<=10,0,0,"<24, 48]",313.96,314.4,0,04/03/2014,14,5332.29,BT,2013,1,CNE
201403,C05182,<=10,0,0,"<24, 48]",233.51,468.86,216.28,17/03/2014,9,4117.65,BT,2013,1,CNE
201403,C05183,<=10,>0,0,<=24,967.86,1297.73,0,05/03/2014,14,2972.91,BT,2013,0,CNE
201403,C05185,<=10,0,0,"<24, 48]",243.69,0,0,18/03/2014,20,3839.98,BT,2012,1,COEF
201403,C05186,>10,0,0,"<24, 48]",176.25,183.26,,07/03/2014,8,2369.6,BT,2012,1,CNE
201403,C05187,<=10,0,0,<=24,625.69,0,0,20/03/2014,15,937.39,BT,2012,0,CNE
201403,C05189,>10,0,0,"<24, 48]",488.84,489.73,0,24/03/2014,9,10010.8,BT,2012,1,CNE
201403,C05190,<=10,0,0,>48,446.59,447.39,0,11/03/2014,12,10914,BT,2013,1,COEF
201403,C05194,,0,0,"<24, 48]",193.03,386.4,,07/03/2014,15,579.09,BT,2010,1,CNE
201403,C05198,<=10,0,0,>48,956.29,789.72,0,07/03/2014,10,30742.8,BT,2013,1,CNE
201403,C05199,,0,0,>48,410.56,1472.36,472.36,18/03/2014,11,13383.4,BT,2010,1,COEF
201403,C05200,<=10,0,0,,174.37,174.37,1152.81,27/03/2014,9,4090.58,BT,2013,1,CNE
201403,C05201,,0,0,"<24, 48]",669.62,1351.21,0,25/03/2014,13,17585.2,BT,2013,1,CNE
201403,C05203,,0,0,"<24, 48]",187.92,189.36,,05/03/2014,10,3383.23,BT,2013,1,COEF
201403,C05204,<=10,0,0,"<24, 48]",192.13,286.54,0,04/03/2014,9,7489.88,BT,2012,1,CNE
201403,C05205,,0,0,"<24, 48]",741.57,456.02,0,04/03/2014,9,2937.47,BT,2011,1,COEF
201403,C05206,<=10,0,0,>48,206.84,413.68,620.52,06/03/2014,16,5356.29,BT,2014,1,CNE
201403,C05207,,>0,0,>48,1413.22,629.04,0,25/03/2014,13,23198.8,BT,2013,0,CNE
201403,C05208,,0,0,,88.76,516.11,,27/03/2014,17,12056,BT,2013,1,CNE
201403,C05209,<=10,0,0,"<24, 48]",188.45,0,0,05/03/2014,8,5294.74,BT,2012,1,COEF
201403,C05210,,>0,0,,343.7,352.47,0,21/03/2014,7,6771.84,BT,2012,1,CNE
201403,C05211,>10,0,0,"<24, 48]",253.97,222.92,0,27/03/2014,9,7261.1,BT,2012,1,CNE
201403,C05212,>10,0,0,"<24, 48]",613.91,613.75,0,10/03/2014,7,9677.53,BT,2011,1,COEF
201403,C05213,>10,0,0,,332.38,0,0,13/03/2014,11,2425.35,BT,2011,1,CNE
201403,C05214,,0,0,>48,25.24,0,0,11/03/2014,7,9750.65,BT,2013,1,COEF
201403,C05215,<=10,0,0,>48,1638.22,0,0,07/03/2014,8,25439.9,BT,2012,0,CNE
201403,C05216,<=10,>0,0,<=24,637.79,0,0,05/03/2014,20,630.42,BT,2013,0,CNE
201403,C05217,<=10,>0,0,<=24,272.65,429.77,588.1,17/03/2014,19,2735.38,BT,2013,0,CNE
201403,C05218,<=10,0,0,"<24, 48]",510.88,657.49,,13/03/2014,9,32669.7,BT,2013,1,CNE
201403,C05219,<=10,0,0,"<24, 48]",626.12,0,0,11/03/2014,7,12674.8,BT,2013,1,COEF
201403,C05220,>10,>0,0,>48,684.76,1371.88,0,17/03/2014,8,11899.1,BT,2011,1,CNE
201403,C05221,,>0,0,>48,2322.16,3108.41,0,10/03/2014,15,25725.7,BT,2013,0,COEF
201403,C05222,<=10,>0,0,>48,310.41,428.59,0,27/03/2014,19,3829.85,BT,2013,0,CNE
201403,C05223,<=10,0,0,<=24,492.51,989.51,0,26/03/2014,10,4871.17,BT,2013,1,CNE
201403,C05224,<=10,0,0,"<24, 48]",60.37,72.77,246.67,06/03/2014,16,4780.97,BT,2013,1,CNE
201403,C05225,,0,0,>48,328.96,624.7,765.48,24/03/2014,13,23182.7,BT,2012,1,CNE
201403,C05227,<=10,0,0,"<24, 48]",352.84,352.66,0,07/03/2014,10,8155.85,BT,2013,1,CNE
201403,C05228,<=10,>0,0,"<24, 48]",443.01,907.89,0,24/03/2014,11,5454.01,BT,2012,1,CNE
201403,C05229,<=10,0,0,"<24, 48]",1208.94,1208.94,0,26/03/2014,8,18525.8,BT,2013,0,CNE
201403,C05230,<=10,>0,1,"<24, 48]",941.81,729.8,,03/03/2014,9,22691.3,BT,2013,0,CNE
201403,C05231,<=10,0,0,<=24,308.75,619.28,0,18/03/2014,14,3553.2,BT,2013,1,CNE
201403,C05232,<=10,0,0,"<24, 48]",873.25,0,0,06/03/2014,16,21614.6,BT,2013,1,COEF
201403,C05233,,0,0,<=24,857.67,161.71,,07/03/2014,14,17624.9,BT,2013,1,CNE
201403,C05235,>10,0,0,"<24, 48]",127.07,0,,11/03/2014,15,12927.4,BT,2012,1,CNE
201403,C05236,,0,0,<=24,369.06,373.31,0,26/03/2014,11,5080.56,BT,2013,1,CNE
201403,C05237,<=10,>0,1,"<24, 48]",247.81,0,0,11/03/2014,19,3228.83,BT,2012,1,CNE
201403,C05238,<=10,0,0,"<24, 48]",188.81,500.89,0,21/03/2014,13,8858.02,BT,2013,1,CNE
201403,C05239,,0,0,"<24, 48]",554.47,558.4,0,24/03/2014,17,551.33,BT,2012,0,CNE
201403,C05240,<=10,0,0,>48,104.41,0,0,06/03/2014,12,75499.4,BT,2012,1,CNE
201403,C05241,<=10,0,0,"<24, 48]",39.15,204.41,0,18/03/2014,17,4162.77,BT,2013,1,COEF
201403,C05242,,0,0,"<24, 48]",853.3,1281.53,0,05/03/2014,8,3355.27,BT,2011,0,CNE
201403,C05244,<=10,0,0,>48,55.02,0,0,06/03/2014,13,3549.44,BT,2011,1,COEF
201403,C05245,,0,0,"<24, 48]",1426.86,1350.35,0,28/03/2014,8,43831.6,BT,2013,1,CNE
201403,C05248,<=10,0,0,<=24,906.02,906.02,0,28/03/2014,15,4083.99,BT,2013,0,CNE
201403,C05249,<=10,0,0,<=24,184.03,0,0,07/03/2014,10,1901.35,BT,2014,1,CNE
201403,C05250,>10,0,0,>48,34.34,889.87,0,10/03/2014,10,19084.2,BT,2012,1,CNE
201403,C05251,,0,0,"<24, 48]",290.39,0,0,04/03/2014,14,3450.87,BT,2012,1,CNE
201403,C05252,<=10,0,0,"<24, 48]",326.37,0,0,19/03/2014,18,8355.21,BT,2012,1,COEF
201403,C05253,<=10,0,0,>48,654.99,57.03,,05/03/2014,14,16782.1,BT,2013,1,CNE
201403,C05255,<=10,0,0,"<24, 48]",379.21,0,0,03/03/2014,11,10764.9,BT,2013,0,COEF
201403,C05256,<=10,0,0,"<24, 48]",457.32,0,,06/03/2014,10,7470.04,BT,2011,1,CNE
201403,C05257,>10,0,0,>48,52.34,251.33,0,03/03/2014,20,3479.51,BT,2011,1,COEF
201403,C05259,<=10,0,0,>48,556.82,0,0,07/03/2014,15,16321.5,BT,2013,1,CNE
201403,C05260,<=10,0,0,>48,1987.07,0,0,14/03/2014,8,19177,BT,2013,0,CNE
201403,C05261,<=10,0,0,"<24, 48]",169.95,0,0,04/03/2014,15,3020.01,BT,2013,1,CNE
201403,C05262,<=10,>0,0,"<24, 48]",280.98,0,0,12/03/2014,17,2399.64,BT,2011,1,COEF
201403,C05263,<=10,>0,1,"<24, 48]",221.34,272.93,0,12/03/2014,17,4934.15,BT,2013,1,CNE
201403,C05264,,0,0,>48,616.1,0,0,20/03/2014,9,19660.2,BT,2013,1,CNE
201403,C05266,<=10,0,0,>48,202.99,202.99,0,13/03/2014,12,11511.4,BT,2013,1,CNE
201403,C05267,,0,0,"<24, 48]",325.47,183.18,326.8,13/03/2014,12,4994.65,BT,2012,1,CNE
201403,C05268,>10,0,0,>48,117.18,0,,04/03/2014,8,6376.49,BT,2011,1,COEF
201403,C05269,,>0,0,"<24, 48]",1329.61,0,,05/03/2014,15,18245.4,BT,2013,1,CNE
201403,C05270,,0,0,"<24, 48]",156.68,0,0,06/03/2014,10,5109.88,BT,2014,1,COEF
201403,C05271,,0,0,,1255.7,2831.89,0,19/03/2014,12,47647.8,BT,2012,1,CNE
201403,C05272,<=10,0,0,>48,901.1,0,,21/03/2014,19,36270,BT,2013,1,CNE
201403,C05273,>10,0,0,"<24, 48]",259,0,0,19/03/2014,7,3782.13,BT,2011,1,CNE
201403,C05274,<=10,>0,0,"<24, 48]",774.51,774.51,0,28/03/2014,16,4970.31,BT,2013,0,CNE
201403,C05275,,>0,0,"<24, 48]",926.09,1251.28,0,26/03/2014,15,5059.13,BT,2012,0,CNE
201403,C05276,<=10,0,0,"<24, 48]",471.97,0,0,06/03/2014,7,9671.54,BT,2012,1,CNE
201403,C05277,<=10,0,0,"<24, 48]",971.27,1949.68,,05/03/2014,16,33166.9,BT,2013,1,CNE
201403,C05279,<=10,0,0,"<24, 48]",576.89,771.46,0,06/03/2014,10,4416.48,BT,2013,0,CNE
201403,C05280,<=10,0,0,>48,39.61,0,0,04/03/2014,8,51914.1,BT,2013,1,COEF
201403,C05281,>10,>0,0,"<24, 48]",812.41,1622.28,801.54,26/03/2014,8,17671.8,BT,2012,1,CNE
201403,C05282,,0,0,"<24, 48]",393.6,0,0,12/03/2014,8,10099,BT,2012,1,CNE
201403,C05283,>10,0,0,"<24, 48]",584.82,0,,10/03/2014,17,9413.39,BT,2011,1,CNE
201403,C05284,<=10,0,0,"<24, 48]",808.33,808.33,0,04/03/2014,15,16578.5,BT,2013,1,CNE
201403,C05286,<=10,0,0,"<24, 48]",372.18,0,,05/03/2014,7,1537.71,BT,2011,1,CNE
201403,C05287,,0,0,"<24, 48]",212.31,211.13,0,06/03/2014,10,4166.22,BT,2013,1,CNE
201403,C05289,<=10,0,0,"<24, 48]",853.87,1308.88,0,21/03/2014,8,10068.9,BT,2013,0,CNE
201403,C05291,<=10,>0,1,,2067.21,2765.69,0,04/03/2014,8,20867.2,BT,2013,0,COEF
201403,C05292,,0,0,"<24, 48]",162.29,0,0,04/03/2014,8,2227.92,BT,2012,1,CNE
201403,C05294,<=10,0,0,"<24, 48]",1282.95,0,0,24/03/2014,11,35912.5,BT,2012,1,CNE
201403,C05295,<=10,0,0,"<24, 48]",357.29,0,0,20/03/2014,7,10447,BT,2013,1,COEF
201403,C05296,>10,0,0,>48,387.49,389.96,383.46,07/03/2014,15,3069.15,BT,2010,1,CNE
201403,C05297,>10,0,0,>48,322.86,415.38,0,25/03/2014,14,6973.51,BT,2011,1,CNE
201403,C05298,,0,0,"<24, 48]",129.45,346.03,0,12/03/2014,7,7566.23,BT,2011,1,COEF
201403,C05299,,0,0,"<24, 48]",387.04,775.74,,06/03/2014,13,6097.55,BT,2011,1,CNE
201403,C05300,<=10,0,0,"<24, 48]",517.91,521.73,521.73,21/03/2014,10,10445.8,BT,2013,1,COEF
